Job_ID,Job_Title,Company,Company_Type,Industry,City,Location_Tier,Experience_Level,Job_Type,Work_Mode,Salary_LPA,Skills_Required,Education_Required,Openings,Applicants,Company_Rating,Date_Posted
IND2025010,QA Engineer,Infosys,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,3.8,Selenium,B.Tech/B.E.,2,162,3.7,2026-04-06
IND2025010,QA Engineer,Infosys,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,3.8,JIRA,B.Tech/B.E.,2,162,3.7,2026-04-06
IND2025010,QA Engineer,Infosys,MNC,Information Technology,Remote,Remote,Fresher (0-1 yr),Full-Time,Hybrid,3.8,Manual Testing,B.Tech/B.E.,2,162,3.7,2026-04-06
IND2025011,UI/UX Designer,Hasura,Startup,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.5,Wireframing,M.Tech/M.E.,2,223,3.8,2024-08-17
IND2025011,UI/UX Designer,Hasura,Startup,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.5,Adobe XD,M.Tech/M.E.,2,223,3.8,2024-08-17
IND2025011,UI/UX Designer,Hasura,Startup,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.5,User Research,M.Tech/M.E.,2,223,3.8,2024-08-17
IND2025011,UI/UX Designer,Hasura,Startup,Information Technology,Hyderabad,Tier 1,Mid (3-6 yrs),Internship,On-Site,1.5,Prototyping,M.Tech/M.E.,2,223,3.8,2024-08-17
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,SQL,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,Tableau,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,Power BI,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,Statistics,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,Excel,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025012,Data Analyst,ISRO,PSU/Govt,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,On-Site,4.4,Python,B.Tech/B.E.,3,259,3.3,2025-12-22
IND2025013,Software Engineer,Google,MNC,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,8.3,Python,M.Tech/M.E.,3,300,3.4,2024-08-10
IND2025013,Software Engineer,Google,MNC,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,8.3,Git,M.Tech/M.E.,3,300,3.4,2024-08-10
IND2025013,Software Engineer,Google,MNC,Government/PSU,Pune,Tier 1,Junior (1-3 yrs),Full-Time,Hybrid,8.3,REST APIs,M.Tech/M.E.,3,300,3.4,2024-08-10
IND2025014,Machine Learning Engineer,BHEL,PSU/Govt,EdTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,11.6,Docker,MBA,3,209,3.5,2024-10-13
IND2025014,Machine Learning Engineer,BHEL,PSU/Govt,EdTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,11.6,TensorFlow,MBA,3,209,3.5,2024-10-13
IND2025014,Machine Learning Engineer,BHEL,PSU/Govt,EdTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,11.6,PyTorch,MBA,3,209,3.5,2024-10-13
IND2025014,Machine Learning Engineer,BHEL,PSU/Govt,EdTech,Lucknow,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,11.6,Scikit-learn,MBA,3,209,3.5,2024-10-13
IND2025015,Python Developer,Cognizant,MNC,Information Technology,Bhubaneswar,Tier 2,Lead (10+ yrs),Full-Time,On-Site,48.0,Django,MBA,2,181,3.5,2024-11-09
IND2025015,Python Developer,Cognizant,MNC,Information Technology,Bhubaneswar,Tier 2,Lead (10+ yrs),Full-Time,On-Site,48.0,FastAPI,MBA,2,181,3.5,2024-11-09
IND2025015,Python Developer,Cognizant,MNC,Information Technology,Bhubaneswar,Tier 2,Lead (10+ yrs),Full-Time,On-Site,48.0,Docker,MBA,2,181,3.5,2024-11-09
IND2025016,Power BI Developer,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.1,ETL,B.Tech/B.E.,1,60,3.6,2025-03-06
IND2025016,Power BI Developer,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.1,Data Modeling,B.Tech/B.E.,1,60,3.6,2025-03-06
IND2025016,Power BI Developer,BrowserStack,Startup,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.1,DAX,B.Tech/B.E.,1,60,3.6,2025-03-06
IND2025017,QA Engineer,BrowserStack,Startup,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.9,Python,MCA,1,112,4.2,2024-09-23
IND2025017,QA Engineer,BrowserStack,Startup,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.9,Postman,MCA,1,112,4.2,2024-09-23
IND2025017,QA Engineer,BrowserStack,Startup,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.9,API Testing,MCA,1,112,4.2,2024-09-23
IND2025017,QA Engineer,BrowserStack,Startup,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.9,JIRA,MCA,1,112,4.2,2024-09-23
IND2025017,QA Engineer,BrowserStack,Startup,Information Technology,Bangalore,Tier 1,Fresher (0-1 yr),Full-Time,On-Site,5.9,Selenium,MCA,1,112,4.2,2024-09-23
IND2025018,Data Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Airflow,B.Sc (CS/IT),10,798,3.9,2025-12-26
IND2025018,Data Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,AWS,B.Sc (CS/IT),10,798,3.9,2025-12-26
IND2025018,Data Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Spark,B.Sc (CS/IT),10,798,3.9,2025-12-26
IND2025018,Data Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Python,B.Sc (CS/IT),10,798,3.9,2025-12-26
IND2025018,Data Engineer,Setu,Startup,Banking & Finance,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Kafka,B.Sc (CS/IT),10,798,3.9,2025-12-26
IND2025019,Software Engineer,BSNL,PSU/Govt,FinTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,16.1,Algorithms,MBA,10,1115,3.4,2025-06-27
IND2025019,Software Engineer,BSNL,PSU/Govt,FinTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,16.1,Python,MBA,10,1115,3.4,2025-06-27
IND2025019,Software Engineer,BSNL,PSU/Govt,FinTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,16.1,System Design,MBA,10,1115,3.4,2025-06-27
IND2025019,Software Engineer,BSNL,PSU/Govt,FinTech,Remote,Remote,Senior (6-10 yrs),Full-Time,Hybrid,16.1,Java,MBA,10,1115,3.4,2025-06-27
IND2025020,Java Developer,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.2,Microservices,B.Tech/B.E.,2,56,4.2,2025-12-02
IND2025020,Java Developer,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.2,REST APIs,B.Tech/B.E.,2,56,4.2,2025-12-02
IND2025020,Java Developer,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.2,Maven,B.Tech/B.E.,2,56,4.2,2025-12-02
IND2025020,Java Developer,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.2,Hibernate,B.Tech/B.E.,2,56,4.2,2025-12-02
IND2025020,Java Developer,CRED,Indian Unicorn,Information Technology,Remote,Remote,Junior (1-3 yrs),Full-Time,On-Site,13.2,SQL,B.Tech/B.E.,2,56,4.2,2025-12-02
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,Django,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,FastAPI,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,Node.js,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,PostgreSQL,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,Docker,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025021,Backend Developer,CRED,Indian Unicorn,HealthTech,Chennai,Tier 1,Junior (1-3 yrs),Internship,On-Site,2.2,MongoDB,M.Tech/M.E.,3,348,4.0,2025-12-04
IND2025022,Software Engineer,Byju's,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.8,Git,BCA,2,232,4.0,2024-12-14
IND2025022,Software Engineer,Byju's,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.8,System Design,BCA,2,232,4.0,2024-12-14
IND2025022,Software Engineer,Byju's,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.8,C++,BCA,2,232,4.0,2024-12-14
IND2025022,Software Engineer,Byju's,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.8,Algorithms,BCA,2,232,4.0,2024-12-14
IND2025022,Software Engineer,Byju's,Indian Unicorn,E-Commerce,Remote,Remote,Mid (3-6 yrs),Full-Time,Remote,21.8,Python,BCA,2,232,4.0,2024-12-14
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,REST APIs,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,Express.js,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,TypeScript,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,MongoDB,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,Node.js,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025023,Node.js Developer,Lenskart,Startup,HealthTech,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,10.4,JavaScript,B.Tech/B.E.,2,194,3.5,2025-03-18
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Hibernate,MCA,2,104,4.0,2025-10-20
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,REST APIs,MCA,2,104,4.0,2025-10-20
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Maven,MCA,2,104,4.0,2025-10-20
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Spring Boot,MCA,2,104,4.0,2025-10-20
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,Microservices,MCA,2,104,4.0,2025-10-20
IND2025024,Java Developer,Hasura,Startup,HealthTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,5.7,SQL,MCA,2,104,4.0,2025-10-20
IND2025025,Node.js Developer,Khatabook,Startup,E-Commerce,Hyderabad,Tier 1,Junior (1-3 yrs),Internship,Hybrid,2.6,REST APIs,M.Tech/M.E.,3,350,4.2,2025-12-25
IND2025025,Node.js Developer,Khatabook,Startup,E-Commerce,Hyderabad,Tier 1,Junior (1-3 yrs),Internship,Hybrid,2.6,Express.js,M.Tech/M.E.,3,350,4.2,2025-12-25
IND2025025,Node.js Developer,Khatabook,Startup,E-Commerce,Hyderabad,Tier 1,Junior (1-3 yrs),Internship,Hybrid,2.6,TypeScript,M.Tech/M.E.,3,350,4.2,2025-12-25
IND2025026,Computer Vision Engineer,BrowserStack,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.2,TensorFlow,MCA,3,189,3.5,2024-08-19
IND2025026,Computer Vision Engineer,BrowserStack,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.2,YOLO,MCA,3,189,3.5,2024-08-19
IND2025026,Computer Vision Engineer,BrowserStack,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.2,OpenCV,MCA,3,189,3.5,2024-08-19
IND2025026,Computer Vision Engineer,BrowserStack,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.2,Deep Learning,MCA,3,189,3.5,2024-08-19
IND2025026,Computer Vision Engineer,BrowserStack,Startup,E-Commerce,Remote,Remote,Junior (1-3 yrs),Full-Time,Remote,11.2,PyTorch,MCA,3,189,3.5,2024-08-19
IND2025027,Node.js Developer,Wipro,MNC,FinTech,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.1,Express.js,M.Tech/M.E.,15,379,4.2,2026-01-20
IND2025027,Node.js Developer,Wipro,MNC,FinTech,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.1,REST APIs,M.Tech/M.E.,15,379,4.2,2026-01-20
IND2025027,Node.js Developer,Wipro,MNC,FinTech,Pune,Tier 1,Fresher (0-1 yr),Full-Time,Hybrid,5.1,JavaScript,M.Tech/M.E.,15,379,4.2,2026-01-20
IND2025028,MLOps Engineer,Razorpay,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Senior (6-10 yrs),Part-Time,Hybrid,55.4,Airflow,M.Tech/M.E.,1,73,4.0,2025-10-11
IND2025028,MLOps Engineer,Razorpay,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Senior (6-10 yrs),Part-Time,Hybrid,55.4,Kubernetes,M.Tech/M.E.,1,73,4.0,2025-10-11
IND2025028,MLOps Engineer,Razorpay,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Senior (6-10 yrs),Part-Time,Hybrid,55.4,MLflow,M.Tech/M.E.,1,73,4.0,2025-10-11
IND2025028,MLOps Engineer,Razorpay,Indian Unicorn,Banking & Finance,Hyderabad,Tier 1,Senior (6-10 yrs),Part-Time,Hybrid,55.4,CI/CD,M.Tech/M.E.,1,73,4.0,2025-10-11
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,Jenkins,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,Docker,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,Ansible,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,AWS,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,Linux,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025029,DevOps Engineer,Cognizant,MNC,Information Technology,Remote,Remote,Lead (10+ yrs),Full-Time,Hybrid,43.0,CI/CD,M.Tech/M.E.,2,211,3.6,2025-09-09
IND2025030,Python Developer,Lenskart,Startup,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.1,AWS,BCA,5,481,3.4,2024-12-22
IND2025030,Python Developer,Lenskart,Startup,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.1,Python,BCA,5,481,3.4,2024-12-22
IND2025030,Python Developer,Lenskart,Startup,FinTech,Remote,Remote,Fresher (0-1 yr),Full-Time,Remote,6.1,Django,BCA,5,481,3.4,2024-12-22
IND2025031,Product Manager,HCL Technologies,MNC,Banking & Finance,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28.0,JIRA,B.Tech/B.E.,3,343,3.6,2025-04-16
IND2025031,Product Manager,HCL Technologies,MNC,Banking & Finance,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28.0,Product Strategy,B.Tech/B.E.,3,343,3.6,2025-04-16
IND2025031,Product Manager,HCL Technologies,MNC,Banking & Finance,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28.0,User Research,B.Tech/B.E.,3,343,3.6,2025-04-16
IND2025031,Product Manager,HCL Technologies,MNC,Banking & Finance,Delhi,Tier 1,Senior (6-10 yrs),Full-Time,Hybrid,28.0,Roadmapping,B.Tech/B.E.,3,343,3.6,2025-04-16
IND2025032,Technical Lead,Deloitte,MNC,HealthTech,Remote,Remote,Fresher (0-1 yr),Internship,Remote,2.6,Team Leadership,B.Tech/B.E.,2,147,4.2,2024-08-10
IND2025032,Technical Lead,Deloitte,MNC,HealthTech,Remote,Remote,Fresher (0-1 yr),Internship,Remote,2.6,Code Review,B.Tech/B.E.,2,147,4.2,2024-08-10
IND2025032,Technical Lead,Deloitte,MNC,HealthTech,Remote,Remote,Fresher (0-1 yr),Internship,Remote,2.6,Agile,B.Tech/B.E.,2,147,4.2,2024-08-10
IND2025033,Java Developer,Accenture,MNC,Logistics,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,22.7,Hibernate,B.Tech/B.E.,1,83,4.1,2024-08-28
IND2025033,Java Developer,Accenture,MNC,Logistics,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,22.7,SQL,B.Tech/B.E.,1,83,4.1,2024-08-28
IND2025033,Java Developer,Accenture,MNC,Logistics,Kochi,Tier 2,Mid (3-6 yrs),Full-Time,Hybrid,22.7,Maven,B.Tech/B.E.,1,83,4.1,2024-08-28
